INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1145	11	46	300	169	45	390	390	390	390	390	390
1146	11	47	300	161	46	390	390	390	390	390	390
1147	11	48	300	153	47	390	390	390	390	390	390
1148	11	49	300	147	48	390	390	390	390	390	390
1149	11	50	300	87	49	390	390	390	390	390	390
1150	11	51	300	87	50	390	390	390	390	390	390
1151	11	52	300	87	51	390	390	390	390	390	390
1152	11	53	300	87	52	390	390	390	390	390	390
1153	11	54	300	87	53	390	390	390	390	390	390
1154	11	55	300	87	54	390	390	390	390	390	390
1155	11	56	300	87	55	390	390	390	390	390	390
1156	11	57	300	87	56	390	390	390	390	390	390
1157	11	58	300	87	57	390	390	390	390	390	390
1158	11	59	300	87	58	390	390	390	390	390	390
1159	11	60	300	37	59	390	390	390	390	390	390
1160	11	61	300	37	60	390	390	390	390	390	390
1161	11	62	300	37	61	390	390	390	390	390	390
1162	11	63	300	37	62	390	390	390	390	390	390
1163	11	64	300	37	63	390	390	390	390	390	390
1164	11	65	300	37	64	390	390	390	390	390	390
1165	11	66	300	37	65	390	390	390	390	390	390
1166	11	67	300	37	66	390	390	390	390	390	390
1167	11	68	300	37	67	390	390	390	390	390	390
1168	11	69	300	45	68	390	390	390	390	390	390
1169	11	70	300	42	69	390	390	390	390	390	390
1170	11	71	300	37	70	390	390	390	390	390	390
1171	11	72	300	37	71	390	390	390	390	390	390
1172	11	73	300	36	72	390	390	390	390	390	390
1173	11	74	300	35	73	390	390	390	390	390	390
1174	11	75	300	34	74	390	390	390	390	390	390
1175	11	76	300	34	75	390	390	390	390	390	390
1176	11	77	300	33	76	390	390	390	390	390	390
1177	11	78	300	32	77	390	390	390	390	390	390
1178	11	79	300	32	78	390	390	390	390	390	390
1179	11	80	300	31	79	390	390	390	390	390	390
1180	11	81	300	24	80	390	390	390	390	390	390
1181	11	82	300	23	81	390	390	390	390	390	390
1182	11	83	300	22	82	390	390	390	390	390	390
1183	11	84	300	21	83	390	390	390	390	390	390
1184	11	85	300	21	84	390	390	390	390	390	390
1185	11	86	300	20	85	390	390	390	390	390	390
1186	11	87	300	19	86	390	390	390	390	390	390
1187	11	88	300	19	87	390	390	390	390	390	390
1188	11	89	300	18	88	390	390	390	390	390	390
1189	11	90	300	18	89	390	390	390	390	390	390
1190	11	91	300	15	90	390	390	390	390	390	390
1191	11	92	300	14	91	390	390	390	390	390	390
1192	11	93	300	14	92	390	390	390	390	390	390
1193	11	94	300	14	93	390	390	390	390	390	390
1194	11	95	300	14	94	390	390	390	390	390	390
1195	11	96	300	14	95	390	390	390	390	390	390
1196	11	97	300	13	96	390	390	390	390	390	390
1197	11	98	300	13	97	390	390	390	390	390	390
1198	11	99	300	13	98	390	390	390	390	390	390
1199	11	100	0	0	0	390	390	390	390	390	390
1200	12	1	100	3500	0	20	20	20	20	20	20
1201	12	2	115	2000	1	30	30	30	30	30	30
1202	12	3	132	1000	1	42	42	42	42	42	42
1203	12	4	151	500	1	60	60	60	60	60	60
1204	12	5	173	500	1	88	88	88	88	88	88
1205	12	6	199	200	5	140	140	140	140	140	140
1206	12	7	228	200	5	186	186	186	186	186	186
1207	12	8	261	200	7	270	270	270	270	270	270
1208	12	9	300	200	8	390	390	390	390	390	390
1209	12	10	173	1000	9	390	390	390	390	390	390
1210	12	11	199	1000	10	390	390	390	390	390	390
1211	12	12	228	1000	11	390	390	390	390	390	390
1212	12	13	261	1000	12	390	390	390	390	390	390
1213	12	14	300	1000	13	390	390	390	390	390	390
1214	12	15	300	1000	14	390	390	390	390	390	390
1215	12	16	300	1000	15	390	390	390	390	390	390
1216	12	17	300	1000	16	390	390	390	390	390	390
1217	12	18	300	1000	17	390	390	390	390	390	390
1218	12	19	300	1000	18	390	390	390	390	390	390
1219	12	20	300	1000	19	390	390	390	390	390	390
1220	12	21	300	2666	20	390	390	390	390	390	390
1221	12	22	300	1000	21	390	390	390	390	390	390
1222	12	23	300	1000	22	390	390	390	390	390	390
1223	12	24	300	333	23	390	390	390	390	390	390
1224	12	25	300	857	24	390	390	390	390	390	390
1225	12	26	300	500	25	390	390	390	390	390	390
1226	12	27	300	222	26	390	390	390	390	390	390
1227	12	28	300	100	27	390	390	390	390	390	390
1228	12	29	300	818	28	390	390	390	390	390	390
1229	12	30	300	666	29	390	390	390	390	390	390
1230	12	31	300	250	30	390	390	390	390	390	390
1231	12	32	300	111	31	390	390	390	390	390	390
1232	12	33	300	309	32	390	390	390	390	390	390
1233	12	34	300	314	33	390	390	390	390	390	390
1234	12	35	300	188	34	390	390	390	390	390	390
1235	12	36	300	200	35	390	390	390	390	390	390
1236	12	37	300	134	36	390	390	390	390	390	390
1237	12	38	300	84	37	390	390	390	390	390	390
1238	12	39	300	44	38	390	390	390	390	390	390
1239	12	40	300	112	39	390	390	390	390	390	390
1240	12	41	300	127	40	390	390	390	390	390	390
1241	12	42	300	112	41	390	390	390	390	390	390
1242	12	43	300	100	42	390	390	390	390	390	390
1243	12	44	300	88	43	390	390	390	390	390	390
1244	12	45	300	78	44	390	390	390	390	390	390
1245	12	46	300	169	45	390	390	390	390	390	390
1246	12	47	300	161	46	390	390	390	390	390	390
1247	12	48	300	153	47	390	390	390	390	390	390
1248	12	49	300	147	48	390	390	390	390	390	390
1249	12	50	300	87	49	390	390	390	390	390	390
1250	12	51	300	87	50	390	390	390	390	390	390
1251	12	52	300	87	51	390	390	390	390	390	390
1252	12	53	300	87	52	390	390	390	390	390	390
1253	12	54	300	87	53	390	390	390	390	390	390
1254	12	55	300	87	54	390	390	390	390	390	390
1255	12	56	300	87	55	390	390	390	390	390	390
1256	12	57	300	87	56	390	390	390	390	390	390
1257	12	58	300	87	57	390	390	390	390	390	390
1258	12	59	300	87	58	390	390	390	390	390	390
1259	12	60	300	37	59	390	390	390	390	390	390
1260	12	61	300	37	60	390	390	390	390	390	390
1261	12	62	300	37	61	390	390	390	390	390	390
1262	12	63	300	37	62	390	390	390	390	390	390
1263	12	64	300	37	63	390	390	390	390	390	390
1264	12	65	300	37	64	390	390	390	390	390	390
1265	12	66	300	37	65	390	390	390	390	390	390
1266	12	67	300	37	66	390	390	390	390	390	390
1267	12	68	300	37	67	390	390	390	390	390	390
1268	12	69	300	45	68	390	390	390	390	390	390
1269	12	70	300	42	69	390	390	390	390	390	390
1270	12	71	300	37	70	390	390	390	390	390	390
1271	12	72	300	37	71	390	390	390	390	390	390
1272	12	73	300	36	72	390	390	390	390	390	390
1273	12	74	300	35	73	390	390	390	390	390	390
1274	12	75	300	34	74	390	390	390	390	390	390
1275	12	76	300	34	75	390	390	390	390	390	390
1276	12	77	300	33	76	390	390	390	390	390	390
1277	12	78	300	32	77	390	390	390	390	390	390
1278	12	79	300	32	78	390	390	390	390	390	390
1279	12	80	300	31	79	390	390	390	390	390	390
1280	12	81	300	24	80	390	390	390	390	390	390
1281	12	82	300	23	81	390	390	390	390	390	390
1282	12	83	300	22	82	390	390	390	390	390	390
1283	12	84	300	21	83	390	390	390	390	390	390
1284	12	85	300	21	84	390	390	390	390	390	390
1285	12	86	300	20	85	390	390	390	390	390	390
1286	12	87	300	19	86	390	390	390	390	390	390
1287	12	88	300	19	87	390	390	390	390	390	390
1288	12	89	300	18	88	390	390	390	390	390	390
1289	12	90	300	18	89	390	390	390	390	390	390
1290	12	91	300	15	90	390	390	390	390	390	390
1291	12	92	300	14	91	390	390	390	390	390	390
1292	12	93	300	14	92	390	390	390	390	390	390
1293	12	94	300	14	93	390	390	390	390	390	390
1294	12	95	300	14	94	390	390	390	390	390	390
1295	12	96	300	14	95	390	390	390	390	390	390
1296	12	97	300	13	96	390	390	390	390	390	390
1297	12	98	300	13	97	390	390	390	390	390	390
1298	12	99	300	13	98	390	390	390	390	390	390
1299	12	100	0	0	0	390	390	390	390	390	390
1300	13	1	100	3500	0	20	20	20	20	20	20
1301	13	2	115	2000	1	30	30	30	30	30	30
1302	13	3	132	1000	1	42	42	42	42	42	42
1303	13	4	151	500	1	60	60	60	60	60	60
1304	13	5	173	500	1	88	88	88	88	88	88
1305	13	6	199	200	5	140	140	140	140	140	140
1306	13	7	228	200	5	186	186	186	186	186	186
1307	13	8	261	200	7	270	270	270	270	270	270
1308	13	9	300	200	8	390	390	390	390	390	390
1309	13	10	173	1000	9	390	390	390	390	390	390
1310	13	11	199	1000	10	390	390	390	390	390	390
1311	13	12	228	1000	11	390	390	390	390	390	390
1312	13	13	261	1000	12	390	390	390	390	390	390
1313	13	14	300	1000	13	390	390	390	390	390	390
1314	13	15	300	1000	14	390	390	390	390	390	390
1315	13	16	300	1000	15	390	390	390	390	390	390
1316	13	17	300	1000	16	390	390	390	390	390	390
1317	13	18	300	1000	17	390	390	390	390	390	390
1318	13	19	300	1000	18	390	390	390	390	390	390
1319	13	20	300	1000	19	390	390	390	390	390	390
1320	13	21	300	2666	20	390	390	390	390	390	390
1321	13	22	300	1000	21	390	390	390	390	390	390
1322	13	23	300	1000	22	390	390	390	390	390	390
1323	13	24	300	333	23	390	390	390	390	390	390
1324	13	25	300	857	24	390	390	390	390	390	390
1325	13	26	300	500	25	390	390	390	390	390	390
1326	13	27	300	222	26	390	390	390	390	390	390
1327	13	28	300	100	27	390	390	390	390	390	390
1328	13	29	300	818	28	390	390	390	390	390	390
1329	13	30	300	666	29	390	390	390	390	390	390
1330	13	31	300	250	30	390	390	390	390	390	390
1331	13	32	300	111	31	390	390	390	390	390	390
1332	13	33	300	309	32	390	390	390	390	390	390
1333	13	34	300	314	33	390	390	390	390	390	390
1334	13	35	300	188	34	390	390	390	390	390	390
1335	13	36	300	200	35	390	390	390	390	390	390
1336	13	37	300	134	36	390	390	390	390	390	390
1337	13	38	300	84	37	390	390	390	390	390	390
1338	13	39	300	44	38	390	390	390	390	390	390
1339	13	40	300	112	39	390	390	390	390	390	390
1340	13	41	300	127	40	390	390	390	390	390	390
1341	13	42	300	112	41	390	390	390	390	390	390
1342	13	43	300	100	42	390	390	390	390	390	390
1343	13	44	300	88	43	390	390	390	390	390	390
1344	13	45	300	78	44	390	390	390	390	390	390
1345	13	46	300	169	45	390	390	390	390	390	390
1346	13	47	300	161	46	390	390	390	390	390	390
1347	13	48	300	153	47	390	390	390	390	390	390
1348	13	49	300	147	48	390	390	390	390	390	390
1349	13	50	300	87	49	390	390	390	390	390	390
1350	13	51	300	87	50	390	390	390	390	390	390
1351	13	52	300	87	51	390	390	390	390	390	390
1352	13	53	300	87	52	390	390	390	390	390	390
1353	13	54	300	87	53	390	390	390	390	390	390
1354	13	55	300	87	54	390	390	390	390	390	390
1355	13	56	300	87	55	390	390	390	390	390	390
1356	13	57	300	87	56	390	390	390	390	390	390
1357	13	58	300	87	57	390	390	390	390	390	390
1358	13	59	300	87	58	390	390	390	390	390	390
1359	13	60	300	37	59	390	390	390	390	390	390
1360	13	61	300	37	60	390	390	390	390	390	390
1361	13	62	300	37	61	390	390	390	390	390	390
1362	13	63	300	37	62	390	390	390	390	390	390
1363	13	64	300	37	63	390	390	390	390	390	390
1364	13	65	300	37	64	390	390	390	390	390	390
1365	13	66	300	37	65	390	390	390	390	390	390
1366	13	67	300	37	66	390	390	390	390	390	390
1367	13	68	300	37	67	390	390	390	390	390	390
1368	13	69	300	45	68	390	390	390	390	390	390
1369	13	70	300	42	69	390	390	390	390	390	390
1370	13	71	300	37	70	390	390	390	390	390	390
1371	13	72	300	37	71	390	390	390	390	390	390
1372	13	73	300	36	72	390	390	390	390	390	390
1373	13	74	300	35	73	390	390	390	390	390	390
1374	13	75	300	34	74	390	390	390	390	390	390
1375	13	76	300	34	75	390	390	390	390	390	390
1376	13	77	300	33	76	390	390	390	390	390	390
1377	13	78	300	32	77	390	390	390	390	390	390
1378	13	79	300	32	78	390	390	390	390	390	390
1379	13	80	300	31	79	390	390	390	390	390	390
1380	13	81	300	24	80	390	390	390	390	390	390
1381	13	82	300	23	81	390	390	390	390	390	390
1382	13	83	300	22	82	390	390	390	390	390	390
1383	13	84	300	21	83	390	390	390	390	390	390
1384	13	85	300	21	84	390	390	390	390	390	390
1385	13	86	300	20	85	390	390	390	390	390	390
1386	13	87	300	19	86	390	390	390	390	390	390
1387	13	88	300	19	87	390	390	390	390	390	390
1388	13	89	300	18	88	390	390	390	390	390	390
1389	13	90	300	18	89	390	390	390	390	390	390
1390	13	91	300	15	90	390	390	390	390	390	390
1391	13	92	300	14	91	390	390	390	390	390	390
1392	13	93	300	14	92	390	390	390	390	390	390
1393	13	94	300	14	93	390	390	390	390	390	390
1394	13	95	300	14	94	390	390	390	390	390	390
1395	13	96	300	14	95	390	390	390	390	390	390
1396	13	97	300	13	96	390	390	390	390	390	390
1397	13	98	300	13	97	390	390	390	390	390	390
1398	13	99	300	13	98	390	390	390	390	390	390
1399	13	100	0	0	0	390	390	390	390	390	390
1400	14	1	100	3500	0	20	20	20	20	20	20
1401	14	2	115	2000	1	30	30	30	30	30	30
1402	14	3	132	1000	1	42	42	42	42	42	42
1403	14	4	151	500	1	60	60	60	60	60	60
1404	14	5	173	500	1	88	88	88	88	88	88
1405	14	6	199	200	5	140	140	140	140	140	140
1406	14	7	228	200	5	186	186	186	186	186	186
1407	14	8	261	200	7	270	270	270	270	270	270
1408	14	9	300	200	8	390	390	390	390	390	390
1409	14	10	173	1000	9	390	390	390	390	390	390
1410	14	11	199	1000	10	390	390	390	390	390	390
1411	14	12	228	1000	11	390	390	390	390	390	390
1412	14	13	261	1000	12	390	390	390	390	390	390
1413	14	14	300	1000	13	390	390	390	390	390	390
1414	14	15	300	1000	14	390	390	390	390	390	390
1415	14	16	300	1000	15	390	390	390	390	390	390
1416	14	17	300	1000	16	390	390	390	390	390	390
1417	14	18	300	1000	17	390	390	390	390	390	390
1418	14	19	300	1000	18	390	390	390	390	390	390
1419	14	20	300	1000	19	390	390	390	390	390	390
1420	14	21	300	2666	20	390	390	390	390	390	390
1421	14	22	300	1000	21	390	390	390	390	390	390
1422	14	23	300	1000	22	390	390	390	390	390	390
1423	14	24	300	333	23	390	390	390	390	390	390
1424	14	25	300	857	24	390	390	390	390	390	390
1425	14	26	300	500	25	390	390	390	390	390	390
1426	14	27	300	222	26	390	390	390	390	390	390
1427	14	28	300	100	27	390	390	390	390	390	390
1428	14	29	300	818	28	390	390	390	390	390	390
1429	14	30	300	666	29	390	390	390	390	390	390
1430	14	31	300	250	30	390	390	390	390	390	390
1431	14	32	300	111	31	390	390	390	390	390	390
1432	14	33	300	309	32	390	390	390	390	390	390
1433	14	34	300	314	33	390	390	390	390	390	390
1434	14	35	300	188	34	390	390	390	390	390	390
1435	14	36	300	200	35	390	390	390	390	390	390
1436	14	37	300	134	36	390	390	390	390	390	390
1437	14	38	300	84	37	390	390	390	390	390	390
1438	14	39	300	44	38	390	390	390	390	390	390
1439	14	40	300	112	39	390	390	390	390	390	390
1440	14	41	300	127	40	390	390	390	390	390	390
1441	14	42	300	112	41	390	390	390	390	390	390
1442	14	43	300	100	42	390	390	390	390	390	390
1443	14	44	300	88	43	390	390	390	390	390	390
1444	14	45	300	78	44	390	390	390	390	390	390
1445	14	46	300	169	45	390	390	390	390	390	390
1446	14	47	300	161	46	390	390	390	390	390	390
1447	14	48	300	153	47	390	390	390	390	390	390
1448	14	49	300	147	48	390	390	390	390	390	390
1449	14	50	300	87	49	390	390	390	390	390	390
1450	14	51	300	87	50	390	390	390	390	390	390
1451	14	52	300	87	51	390	390	390	390	390	390
1452	14	53	300	87	52	390	390	390	390	390	390
1453	14	54	300	87	53	390	390	390	390	390	390
1454	14	55	300	87	54	390	390	390	390	390	390
1455	14	56	300	87	55	390	390	390	390	390	390
1456	14	57	300	87	56	390	390	390	390	390	390
1457	14	58	300	87	57	390	390	390	390	390	390
1458	14	59	300	87	58	390	390	390	390	390	390
1459	14	60	300	37	59	390	390	390	390	390	390
1460	14	61	300	37	60	390	390	390	390	390	390
1461	14	62	300	37	61	390	390	390	390	390	390
1462	14	63	300	37	62	390	390	390	390	390	390
1463	14	64	300	37	63	390	390	390	390	390	390
1464	14	65	300	37	64	390	390	390	390	390	390
1465	14	66	300	37	65	390	390	390	390	390	390
1466	14	67	300	37	66	390	390	390	390	390	390
1467	14	68	300	37	67	390	390	390	390	390	390
1468	14	69	300	45	68	390	390	390	390	390	390
1469	14	70	300	42	69	390	390	390	390	390	390
1470	14	71	300	37	70	390	390	390	390	390	390
1471	14	72	300	37	71	390	390	390	390	390	390
1472	14	73	300	36	72	390	390	390	390	390	390
1473	14	74	300	35	73	390	390	390	390	390	390
1474	14	75	300	34	74	390	390	390	390	390	390
1475	14	76	300	34	75	390	390	390	390	390	390
1476	14	77	300	33	76	390	390	390	390	390	390
1477	14	78	300	32	77	390	390	390	390	390	390
1478	14	79	300	32	78	390	390	390	390	390	390
1479	14	80	300	31	79	390	390	390	390	390	390
1480	14	81	300	24	80	390	390	390	390	390	390
1481	14	82	300	23	81	390	390	390	390	390	390
1482	14	83	300	22	82	390	390	390	390	390	390
1483	14	84	300	21	83	390	390	390	390	390	390
1484	14	85	300	21	84	390	390	390	390	390	390
1485	14	86	300	20	85	390	390	390	390	390	390
1486	14	87	300	19	86	390	390	390	390	390	390
1487	14	88	300	19	87	390	390	390	390	390	390
1488	14	89	300	18	88	390	390	390	390	390	390
1489	14	90	300	18	89	390	390	390	390	390	390
1490	14	91	300	15	90	390	390	390	390	390	390
1491	14	92	300	14	91	390	390	390	390	390	390
1492	14	93	300	14	92	390	390	390	390	390	390
1493	14	94	300	14	93	390	390	390	390	390	390
1494	14	95	300	14	94	390	390	390	390	390	390
1495	14	96	300	14	95	390	390	390	390	390	390
1496	14	97	300	13	96	390	390	390	390	390	390
1497	14	98	300	13	97	390	390	390	390	390	390
1498	14	99	300	13	98	390	390	390	390	390	390
1499	14	100	0	0	0	390	390	390	390	390	390
1500	15	1	100	3500	0	20	20	20	20	20	20
1501	15	2	115	2000	1	30	30	30	30	30	30
1502	15	3	132	1000	1	42	42	42	42	42	42
1503	15	4	151	500	1	60	60	60	60	60	60
1504	15	5	173	500	1	88	88	88	88	88	88
1505	15	6	199	200	5	140	140	140	140	140	140
1506	15	7	228	200	5	186	186	186	186	186	186
1507	15	8	261	200	7	270	270	270	270	270	270
1508	15	9	300	200	8	390	390	390	390	390	390
1509	15	10	173	1000	9	390	390	390	390	390	390
1510	15	11	199	1000	10	390	390	390	390	390	390
1511	15	12	228	1000	11	390	390	390	390	390	390
1512	15	13	261	1000	12	390	390	390	390	390	390
1513	15	14	300	1000	13	390	390	390	390	390	390
1514	15	15	300	1000	14	390	390	390	390	390	390
1515	15	16	300	1000	15	390	390	390	390	390	390
1516	15	17	300	1000	16	390	390	390	390	390	390
1517	15	18	300	1000	17	390	390	390	390	390	390
1518	15	19	300	1000	18	390	390	390	390	390	390
1519	15	20	300	1000	19	390	390	390	390	390	390
1520	15	21	300	2666	20	390	390	390	390	390	390
1521	15	22	300	1000	21	390	390	390	390	390	390
1522	15	23	300	1000	22	390	390	390	390	390	390
1523	15	24	300	333	23	390	390	390	390	390	390
1524	15	25	300	857	24	390	390	390	390	390	390
1525	15	26	300	500	25	390	390	390	390	390	390
1526	15	27	300	222	26	390	390	390	390	390	390
1527	15	28	300	100	27	390	390	390	390	390	390
1528	15	29	300	818	28	390	390	390	390	390	390
1529	15	30	300	666	29	390	390	390	390	390	390
1530	15	31	300	250	30	390	390	390	390	390	390
1531	15	32	300	111	31	390	390	390	390	390	390
1532	15	33	300	309	32	390	390	390	390	390	390
1533	15	34	300	314	33	390	390	390	390	390	390
1534	15	35	300	188	34	390	390	390	390	390	390
1535	15	36	300	200	35	390	390	390	390	390	390
1536	15	37	300	134	36	390	390	390	390	390	390
1537	15	38	300	84	37	390	390	390	390	390	390
1538	15	39	300	44	38	390	390	390	390	390	390
1539	15	40	300	112	39	390	390	390	390	390	390
1540	15	41	300	127	40	390	390	390	390	390	390
1541	15	42	300	112	41	390	390	390	390	390	390
1542	15	43	300	100	42	390	390	390	390	390	390
1543	15	44	300	88	43	390	390	390	390	390	390
1544	15	45	300	78	44	390	390	390	390	390	390
1545	15	46	300	169	45	390	390	390	390	390	390
1546	15	47	300	161	46	390	390	390	390	390	390
1547	15	48	300	153	47	390	390	390	390	390	390
1548	15	49	300	147	48	390	390	390	390	390	390
1549	15	50	300	87	49	390	390	390	390	390	390
1550	15	51	300	87	50	390	390	390	390	390	390
1551	15	52	300	87	51	390	390	390	390	390	390
1552	15	53	300	87	52	390	390	390	390	390	390
1553	15	54	300	87	53	390	390	390	390	390	390
1554	15	55	300	87	54	390	390	390	390	390	390
1555	15	56	300	87	55	390	390	390	390	390	390
1556	15	57	300	87	56	390	390	390	390	390	390
1557	15	58	300	87	57	390	390	390	390	390	390
1558	15	59	300	87	58	390	390	390	390	390	390
1559	15	60	300	37	59	390	390	390	390	390	390
1560	15	61	300	37	60	390	390	390	390	390	390
1561	15	62	300	37	61	390	390	390	390	390	390
1562	15	63	300	37	62	390	390	390	390	390	390
1563	15	64	300	37	63	390	390	390	390	390	390
1564	15	65	300	37	64	390	390	390	390	390	390
1565	15	66	300	37	65	390	390	390	390	390	390
1566	15	67	300	37	66	390	390	390	390	390	390
1567	15	68	300	37	67	390	390	390	390	390	390
1568	15	69	300	45	68	390	390	390	390	390	390
1569	15	70	300	42	69	390	390	390	390	390	390
1570	15	71	300	37	70	390	390	390	390	390	390
1571	15	72	300	37	71	390	390	390	390	390	390
1572	15	73	300	36	72	390	390	390	390	390	390
1573	15	74	300	35	73	390	390	390	390	390	390
1574	15	75	300	34	74	390	390	390	390	390	390
1575	15	76	300	34	75	390	390	390	390	390	390
1576	15	77	300	33	76	390	390	390	390	390	390
1577	15	78	300	32	77	390	390	390	390	390	390
1578	15	79	300	32	78	390	390	390	390	390	390
1579	15	80	300	31	79	390	390	390	390	390	390
1580	15	81	300	24	80	390	390	390	390	390	390
1581	15	82	300	23	81	390	390	390	390	390	390
1582	15	83	300	22	82	390	390	390	390	390	390
1583	15	84	300	21	83	390	390	390	390	390	390
1584	15	85	300	21	84	390	390	390	390	390	390
1585	15	86	300	20	85	390	390	390	390	390	390
1586	15	87	300	19	86	390	390	390	390	390	390
1587	15	88	300	19	87	390	390	390	390	390	390
1588	15	89	300	18	88	390	390	390	390	390	390
1589	15	90	300	18	89	390	390	390	390	390	390
1590	15	91	300	15	90	390	390	390	390	390	390
1591	15	92	300	14	91	390	390	390	390	390	390
1592	15	93	300	14	92	390	390	390	390	390	390
1593	15	94	300	14	93	390	390	390	390	390	390
1594	15	95	300	14	94	390	390	390	390	390	390
1595	15	96	300	14	95	390	390	390	390	390	390
1596	15	97	300	13	96	390	390	390	390	390	390
1597	15	98	300	13	97	390	390	390	390	390	390
1598	15	99	300	13	98	390	390	390	390	390	390
1599	15	100	0	0	0	390	390	390	390	390	390
1600	16	1	100	3500	0	10	10	10	10	10	10
1601	16	2	115	2000	1	15	15	15	15	15	15
1602	16	3	132	1000	1	21	21	21	21	21	21
1603	16	4	151	500	1	30	30	30	30	30	30
1604	16	5	173	500	1	44	44	44	44	44	44
1605	16	6	199	200	5	70	70	70	70	70	70
1606	16	7	228	200	5	93	93	93	93	93	93
1607	16	8	261	200	7	135	135	135	135	135	135
1608	16	9	300	200	8	195	195	195	195	195	195
1609	16	10	300	1000	9	195	195	195	195	195	195
1610	16	11	300	1000	10	195	195	195	195	195	195
1611	16	12	300	1000	11	195	195	195	195	195	195
1612	16	13	300	1000	12	195	195	195	195	195	195
1613	16	14	300	1000	13	195	195	195	195	195	195
1614	16	15	300	1000	14	195	195	195	195	195	195
1615	16	16	300	1000	15	195	195	195	195	195	195
1616	16	17	300	1000	16	195	195	195	195	195	195
1617	16	18	300	1000	17	195	195	195	195	195	195
1618	16	19	300	1000	18	195	195	195	195	195	195
1619	16	20	300	1000	19	195	195	195	195	195	195
1620	16	21	300	2666	20	195	195	195	195	195	195
1621	16	22	300	1000	21	195	195	195	195	195	195
1622	16	23	300	1000	22	195	195	195	195	195	195
1623	16	24	300	333	23	195	195	195	195	195	195
1624	16	25	300	857	24	195	195	195	195	195	195
1625	16	26	300	500	25	195	195	195	195	195	195
1626	16	27	300	222	26	195	195	195	195	195	195
1627	16	28	300	100	27	195	195	195	195	195	195
1628	16	29	300	818	28	195	195	195	195	195	195
1629	16	30	300	666	29	195	195	195	195	195	195
1630	16	31	300	250	30	195	195	195	195	195	195
1631	16	32	300	111	31	195	195	195	195	195	195
1632	16	33	300	309	32	195	195	195	195	195	195
1633	16	34	300	314	33	195	195	195	195	195	195
1634	16	35	300	188	34	195	195	195	195	195	195
1635	16	36	300	200	35	195	195	195	195	195	195
1636	16	37	300	134	36	195	195	195	195	195	195
1637	16	38	300	84	37	195	195	195	195	195	195
1638	16	39	300	44	38	195	195	195	195	195	195
1639	16	40	300	112	39	195	195	195	195	195	195
1640	16	41	300	127	40	195	195	195	195	195	195
1641	16	42	300	112	41	195	195	195	195	195	195
1642	16	43	300	100	42	195	195	195	195	195	195
1643	16	44	300	88	43	195	195	195	195	195	195
1644	16	45	300	78	44	195	195	195	195	195	195
1645	16	46	300	169	45	195	195	195	195	195	195
1646	16	47	300	161	46	195	195	195	195	195	195
1647	16	48	300	153	47	195	195	195	195	195	195
1648	16	49	300	147	48	195	195	195	195	195	195
1649	16	50	300	87	49	195	195	195	195	195	195
1650	16	51	300	87	50	195	195	195	195	195	195
1651	16	52	300	87	51	195	195	195	195	195	195
1652	16	53	300	87	52	195	195	195	195	195	195
1653	16	54	300	87	53	195	195	195	195	195	195
1654	16	55	300	87	54	195	195	195	195	195	195
1655	16	56	300	87	55	195	195	195	195	195	195
1656	16	57	300	87	56	195	195	195	195	195	195
1657	16	58	300	87	57	195	195	195	195	195	195
1658	16	59	300	87	58	195	195	195	195	195	195
1659	16	60	300	37	59	195	195	195	195	195	195
1660	16	61	300	37	60	195	195	195	195	195	195
1661	16	62	300	37	61	195	195	195	195	195	195
1662	16	63	300	37	62	195	195	195	195	195	195
1663	16	64	300	37	63	195	195	195	195	195	195
1664	16	65	300	37	64	195	195	195	195	195	195
1665	16	66	300	37	65	195	195	195	195	195	195
1666	16	67	300	37	66	195	195	195	195	195	195
1667	16	68	300	37	67	195	195	195	195	195	195
1668	16	69	300	45	68	195	195	195	195	195	195
1669	16	70	300	42	69	195	195	195	195	195	195
1670	16	71	300	37	70	195	195	195	195	195	195
1671	16	72	300	37	71	195	195	195	195	195	195
1672	16	73	300	36	72	195	195	195	195	195	195
1673	16	74	300	35	73	195	195	195	195	195	195
1674	16	75	300	34	74	195	195	195	195	195	195
1675	16	76	300	34	75	195	195	195	195	195	195
1676	16	77	300	33	76	195	195	195	195	195	195
1677	16	78	300	32	77	195	195	195	195	195	195
1678	16	79	300	32	78	195	195	195	195	195	195
1679	16	80	300	31	79	195	195	195	195	195	195
1680	16	81	300	24	80	195	195	195	195	195	195
1681	16	82	300	23	81	195	195	195	195	195	195
1682	16	83	300	22	82	195	195	195	195	195	195
1683	16	84	300	21	83	195	195	195	195	195	195
1684	16	85	300	21	84	195	195	195	195	195	195
1685	16	86	300	20	85	195	195	195	195	195	195
1686	16	87	300	19	86	195	195	195	195	195	195
1687	16	88	300	19	87	195	195	195	195	195	195
1688	16	89	300	18	88	195	195	195	195	195	195
1689	16	90	300	18	89	195	195	195	195	195	195
1690	16	91	300	15	90	195	195	195	195	195	195
1691	16	92	300	14	91	195	195	195	195	195	195
1692	16	93	300	14	92	195	195	195	195	195	195
1693	16	94	300	14	93	195	195	195	195	195	195
1694	16	95	300	14	94	195	195	195	195	195	195
1695	16	96	300	14	95	195	195	195	195	195	195
1696	16	97	300	13	96	195	195	195	195	195	195
1697	16	98	300	13	97	195	195	195	195	195	195
1698	16	99	300	13	98	195	195	195	195	195	195
1699	16	100	0	0	0	195	195	195	195	195	195
