INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
6589	¡È∆Û∂Ï±¶±¶	369043	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590	≥…ƒÍ •∆Û∂Ï	369043	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6591	±‰“Ï •∆Û∂Ï	369043	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6592	±‰“Ï •∆Û∂Ï	369043	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6593	±‰“Ï •∆Û∂Ï	369043	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6594	±‰“Ï •∆Û∂Ï	369043	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6595	±‰“Ï •∆Û∂Ï	369043	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6599	 •∆Û∂Ï±¶±¶	369043	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6600	≥…ƒÍª◊◊ Û	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6601	±‰“Ïª◊◊ Û	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6602	±‰“Ïª◊◊ Û	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6603	±‰“Ïª◊◊ Û	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6604	±‰“Ïª◊◊ Û	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609	ª◊◊ Û±¶±¶	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6610	≥…ƒÍ—◊ª◊◊ Û	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6611	±‰“Ï—◊ª◊◊ Û	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6612	±‰“Ï—◊ª◊◊ Û	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6613	±‰“Ï—◊ª◊◊ Û	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6614	±‰“Ï—◊ª◊◊ Û	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6615	±‰“Ï—◊ª◊◊ Û	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6616	±‰“Ï—◊ª◊◊ Û	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6619	—◊ª◊◊ Û±¶±¶	0	0	0	0	0	0	0	43648	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6620	≥…ƒÍ–˛“Ì ﬁ	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6621	±‰“Ï–˛“Ì ﬁ	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6622	±‰“Ï–˛“Ì ﬁ	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6623	±‰“Ï–˛“Ì ﬁ	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6624	±‰“Ï–˛“Ì ﬁ	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6625	±‰“Ï–˛“Ì ﬁ	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6629	–˛“Ì ﬁ±¶±¶	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6630	≥…ƒÍÚø–˛“Ì ﬁ	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6631	±‰“ÏÚø–˛“Ì ﬁ	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6632	±‰“ÏÚø–˛“Ì ﬁ	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6633	±‰“ÏÚø–˛“Ì ﬁ	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6634	±‰“ÏÚø–˛“Ì ﬁ	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6635	±‰“ÏÚø–˛“Ì ﬁ	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6636	±‰“ÏÚø–˛“Ì ﬁ	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6639	Úø–˛“Ì ﬁ±¶±¶	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0
6640	≥…ƒÍ”ÒÕ√	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0
6641	±‰“Ï”ÒÕ√	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0
6642	±‰“Ï”ÒÕ√	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0
6649	”ÒÕ√±¶±¶	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0
6650	≥…ƒÍ©‘¬”ÒÕ√	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0
6651	±‰“Ï©‘¬”ÒÕ√	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0
6652	±‰“Ï©‘¬”ÒÕ√	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0
6653	±‰“Ï©‘¬”ÒÕ√	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0
6659	©‘¬”ÒÕ√±¶±¶	0	0	0	0	0	0	0	0	31981	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0
6660	≥…ƒÍÛ∏π¨”ÒÕ√	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0
6661	±‰“ÏÛ∏π¨”ÒÕ√	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0
6662	±‰“ÏÛ∏π¨”ÒÕ√	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0
6663	±‰“ÏÛ∏π¨”ÒÕ√	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0
6664	±‰“ÏÛ∏π¨”ÒÕ√	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0
6669	Û∏π¨”ÒÕ√±¶±¶	0	0	0	0	0	0	0	0	43648	0	0	0	0	0	0	0	0	0	82549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0
6670	≥…ƒÍÊœ∂”ÒÕ√	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0
6671	±‰“ÏÊœ∂”ÒÕ√	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0
6672	±‰“ÏÊœ∂”ÒÕ√	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0
6673	±‰“ÏÊœ∂”ÒÕ√	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0
6674	±‰“ÏÊœ∂”ÒÕ√	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0
6675	±‰“ÏÊœ∂”ÒÕ√	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0
6679	Êœ∂”ÒÕ√±¶±¶	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	97120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112696	0	0	0	0	0	0
6680	≥…ƒÍº‚—¿±©¡˙	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6681	±‰“Ïº‚—¿±©¡˙	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6682	±‰“Ïº‚—¿±©¡˙	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6683	±‰“Ïº‚—¿±©¡˙	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68850	0	0	0	0	0	0	0	0	0	0	0	55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
